Employee ID,Leave_Start_Date,Leave_End_Date,Date of joining the company,Type of Leave,Reason of Leave,Department/Team,Position in team,Application Status
19,27-01-2017,27-01-2017,16-10-2015,Earned Leave Confirmed VHR,Traveling,null,Program Delivery Head,Approved
421,03-04-2017,03-04-2017,28-11-2016,Earned Leave Intern COE,not well,Business Process Management,AVP,Approved
421,21-04-2017,21-04-2017,28-11-2016,Earned Leave Intern COE,was going out with family.,Business Process Management,AVP,Approved
421,07-03-2017,07-03-2017,28-11-2016,Earned Leave Intern COE,i am sick,Business Process Management,AVP,Approved
421,24-04-2017,24-04-2017,28-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,was going out with family,Business Process Management,AVP,Approved
485,09-03-2017,09-03-2017,13-12-2016,Earned Leave Intern COE,Unwell-Extreme stomach ache,Not Available,Forex Intern,Approved
485,09-02-2017,09-02-2017,13-12-2016,Earned Leave Intern COE,Unwell - Extreme stomach Ache,Not Available,Forex Intern,Rejected
472,03-04-2017,03-04-2017,02-12-2016,Earned Leave Intern COE,Not well,Not Available,Forex Intern,Approved
472,04-04-2017,04-04-2017,02-12-2016,Earned Leave Intern COE,Sick leave,Not Available,Forex Intern,Approved
472,20-01-2017,20-01-2017,02-12-2016,Earned Leave Intern COE,Registration for college exams,Not Available,Forex Intern,Approved
472,02-03-2017,08-03-2017,02-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,College pre-final exams,Not Available,Forex Intern,Approved
472,13-02-2017,13-02-2017,02-12-2016,Earned Leave Intern COE,Not well,Not Available,Forex Intern,Rejected
472,14-02-2017,14-02-2017,02-12-2016,Earned Leave Intern COE,Sick,Not Available,Forex Intern,Rejected
645,07-04-2017,07-04-2017,31-01-2017,Earned Leave Intern COE,i have mid sem exam in my college.,Not Available,Forex Intern,Approved
645,07-03-2017,07-03-2017,31-01-2017,Earned Leave Intern COE,I have presentation in my college. so please aprove my leave.,Not Available,Forex Intern,Approved
645,12-04-2017,12-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Sir on that day i have mid sem exam in my college so please approve my leave,Not Available,Forex Intern,Approved
645,17-04-2017,17-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Sir today i have submission in my college so please approve my leave.,Not Available,Forex Intern,Approved
645,25-04-2017,28-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Exam,Not Available,Forex Intern,Approved
645,03-03-2017,03-03-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,I have to go village immediately today so i cant reach at office.,Not Available,Forex Intern,Approved
645,27-03-2017,27-03-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Sir i have project fair in my college on monday so i want leave for one day.,Not Available,Forex Intern,Approved
645,01-05-2017,02-05-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Exam,Not Available,Forex Intern,Approved
645,18-04-2017,18-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Sir on this day i have submission in my college so please approve my leave,Not Available,Forex Intern,Rejected
52,28-02-2017,28-02-2017,01-08-2016,Earned Leave Intern VHR,test1,Tech Infra,Product Development Intern,Rejected
202,28-03-2017,28-03-2017,01-07-2016,Sick Leave Confirmed COE,suffering from viral fever,null,Trainee Dealer,Approved
202,16-03-2017,16-03-2017,01-07-2016,Earned Leave Confirmed COE,Family Function,null,Trainee Dealer,Approved
202,13-04-2017,13-04-2017,01-07-2016,Casual Leave Confirmed COE,Dad was admitted to hospital,null,Trainee Dealer,Approved
202,04-01-2017,04-01-2017,01-07-2016,Earned Leave Intern COE,Appointment with doctor,null,Trainee Dealer,Approved
202,12-01-2017,12-01-2017,01-07-2016,Earned Leave Intern COE,Personal work,null,Trainee Dealer,Approved
202,24-04-2017,28-04-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Preparation for CMT level 1,null,Trainee Dealer,Approved
626,14-03-2017,14-03-2017,18-01-2017,Earned Leave Intern COE,casual,Business Process Management,AVP,Approved
196,02-05-2017,02-05-2017,01-07-2016,Earned Leave Confirmed COE,Going to native place,null,Trainee Dealer,Approved
196,10-02-2017,10-02-2017,01-07-2016,Earned Leave Intern COE,Going to native place for family function,null,Trainee Dealer,Approved
196,23-01-2017,23-01-2017,01-07-2016,Earned Leave Intern COE,"Not feeling well, Viral Fever",null,Trainee Dealer,Approved
183,12-04-2017,12-04-2017,01-04-2016,Sick Leave Confirmed COE,Sick leave,null,Trainee Dealer,Approved
183,30-03-2017,30-03-2017,01-04-2016,Earned Leave Confirmed COE,dental treatment ,null,Trainee Dealer,Approved
183,30-03-2017,30-03-2017,01-04-2016,Earned Leave Confirmed COE,dental treatment ,null,Trainee Dealer,Approved
183,03-02-2017,03-02-2017,01-04-2016,Earned Leave Intern COE,Dental Treatment ,null,Trainee Dealer,Approved
183,06-01-2017,06-01-2017,01-04-2016,Earned Leave Intern COE,Seek leave ,null,Trainee Dealer,Approved
183,17-01-2017,17-01-2017,01-04-2016,Earned Leave Intern COE,Seek leave ,null,Trainee Dealer,Approved
183,09-03-2017,09-03-2017,01-04-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE," Family emergenc ,Relative expired",null,Trainee Dealer,Approved
183,13-02-2017,13-02-2017,01-04-2016,Leave Without Pay for SixCap Mumbai COE Intern,Dental treatment,null,Trainee Dealer,Rejected
183,14-02-2017,15-02-2017,01-04-2016,Leave Without Pay for SixCap Mumbai COE Intern,Seek leave ,null,Trainee Dealer,Rejected
183,16-02-2017,16-02-2017,01-04-2016,Leave Without Pay for SixCap Mumbai COE Intern,Dental Treatment ,null,Trainee Dealer,Rejected
657,20-04-2017,20-04-2017,06-02-2017,Earned Leave Intern COE,There will be project submission in our collage on 20th april. So I have to go there. Hence I am taking half leave.,Not Available,Forex Intern,Approved
657,24-04-2017,24-04-2017,06-02-2017,Earned Leave Intern COE,To collect the hall tickets.,Not Available,Forex Intern,Approved
657,07-04-2017,11-04-2017,06-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Mid-sem Examination,Not Available,Forex Intern,Approved
657,08-03-2017,09-03-2017,06-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,"On both days we have a visit at Adani port, Mundra from our collage and it is very important so we have to go there. Hence we can not come to company. So please accept the leave for the said period.",Not Available,Forex Intern,Approved
657,20-03-2017,20-03-2017,06-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,There will be presentation in our collage on 20th march. So I have to go there. Hence I am taking half leave.,Not Available,Forex Intern,Approved
657,27-03-2017,27-03-2017,06-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,There will be project fair in our collage on 27th march. So I have to go there. Hence I am taking leave.,Not Available,Forex Intern,Approved
657,02-05-2017,05-05-2017,06-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,University Exam.,Not Available,Forex Intern,Pending
482,09-01-2017,09-01-2017,12-12-2016,Earned Leave Intern COE,was not well,Not Available,Forex Intern,Approved
482,07-03-2017,07-03-2017,12-12-2016,Earned Leave Intern COE,not well due to weakness and cold,Not Available,Forex Intern,Approved
482,23-03-2017,23-03-2017,12-12-2016,Earned Leave Intern COE,Had to go out for an emergency work.,Not Available,Forex Intern,Approved
482,10-02-2017,10-02-2017,12-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,I was sick. Had got fever,Not Available,Forex Intern,Approved
482,13-02-2017,15-02-2017,12-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,I have my sister's wedding which is out of city.,Not Available,Forex Intern,Approved
482,19-01-2017,19-01-2017,12-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not well. Have cold and severe throat pain,Not Available,Forex Intern,Approved
482,09-03-2017,10-03-2017,12-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,severe cold and sore throat,Not Available,Forex Intern,Approved
148,20-03-2017,22-03-2017,01-12-2015,Earned Leave Confirmed COE,Medical Urgency in family,null,Trainee Dealer,Approved
148,10-03-2017,10-03-2017,01-12-2015,Casual Leave Confirmed COE,Personal Work,null,Trainee Dealer,Approved
148,13-02-2017,13-02-2017,01-12-2015,Earned Leave Confirmed COE,Family function my brother;s marriage ,null,Trainee Dealer,Rejected
148,23-01-2017,23-01-2017,01-12-2015,Earned Leave Confirmed COE,Sick leave,null,Trainee Dealer,Rejected
148,24-01-2017,24-01-2017,01-12-2015,Earned Leave Confirmed COE,Sick leave admitted in hospital ,null,Trainee Dealer,Rejected
148,14-02-2017,17-02-2017,01-12-2015,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Family function my Brother's marriage,null,Trainee Dealer,Rejected
133,10-02-2017,10-02-2017,01-09-2016,Earned Leave Confirmed COE,"My sister is admitted in hospital due to her pregnancy, so kindly give a leave for today. ",null,Trainee Dealer,Rejected
133,28-02-2017,28-02-2017,01-09-2016,Earned Leave Confirmed COE,"Tomorrow is my cousin's wedding, want to attend with my family. so kindly grant me leave for a day.",null,Trainee Dealer,Rejected
133,13-01-2017,13-01-2017,01-09-2016,Earned Leave Confirmed COE,On 14th ,null,Trainee Dealer,Rejected
133,30-01-2017,30-01-2017,01-09-2016,Earned Leave Confirmed COE,"Yesterday my wife was admitted in hospital, so I want to be with her. Kindly grand me a leave for today. ",null,Trainee Dealer,Rejected
870,10-04-2017,13-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,college mid semester exam ,Finance,Forex Intern,Approved
119,11-04-2017,11-04-2017,01-07-2016,Earned Leave Confirmed COE,My friend is no more so I don't attend 1session,null,Trainee Dealer,Approved
119,08-03-2017,08-03-2017,01-07-2016,Earned Leave Confirmed COE,i have some personal reasons.,null,Trainee Dealer,Approved
119,14-03-2017,14-03-2017,01-07-2016,Earned Leave Confirmed COE,"I am admit in hospital, today I have eye retina surgery. So today I am attending office. And I will submit medical certificate in 16 March 2017.",null,Trainee Dealer,Approved
119,28-03-2017,28-03-2017,01-07-2016,Earned Leave Confirmed COE,"i have some personal reasons, ",null,Trainee Dealer,Approved
119,17-04-2017,17-04-2017,01-07-2016,Casual Leave Confirmed COE,i Am not feeling well,null,Trainee Dealer,Approved
119,04-01-2017,04-01-2017,01-07-2016,Casual Leave Confirmed COE,i am not feeling well,null,Trainee Dealer,Approved
119,16-03-2017,16-03-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,"i have doctor appointment. so i will not possible to attending office,.",null,Trainee Dealer,Approved
119,01-02-2017,01-02-2017,01-07-2016,Casual Leave Confirmed COE,i am not feeling well.,null,Trainee Dealer,Rejected
119,07-02-2017,07-02-2017,01-07-2016,Casual Leave Confirmed COE,i have some personal reasons.,null,Trainee Dealer,Rejected
119,08-02-2017,08-02-2017,01-07-2016,Casual Leave Confirmed COE,Father has been hospitalised,null,Trainee Dealer,Rejected
119,08-02-2017,08-02-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,father has been hospitalised,null,Trainee Dealer,Rejected
119,09-02-2017,09-02-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,father has been hospitalised,null,Trainee Dealer,Rejected
119,10-02-2017,10-02-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,father been hospitalised,null,Trainee Dealer,Rejected
119,27-01-2017,27-01-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,i have eye checkup appointment so don't attend office.  ,null,Trainee Dealer,Rejected
633,03-03-2017,03-03-2017,11-01-2017,Earned Leave Intern COE,House Shifting,Not Available,Forex Intern,Approved
633,17-04-2017,17-04-2017,11-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,PF work,Not Available,Forex Intern,Approved
46,25-01-2017,25-01-2017,16-08-2016,Casual Leave Confirmed VHR,Personal - Verbal Approval From Jai,Business Process Management,AVP,Pending
476,30-03-2017,30-03-2017,07-12-2016,Earned Leave Intern COE,Board Exams Form Filling Day,Not Available,Forex Intern,Approved
476,20-03-2017,24-03-2017,07-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Exams,Not Available,Forex Intern,Approved
476,02-05-2017,04-05-2017,07-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Exam,Not Available,Forex Intern,Approved
830,05-04-2017,05-04-2017,02-03-2017,Earned Leave Intern COE,due to some personal emergency work.,Not Available,Forex Intern,Approved
830,17-04-2017,17-04-2017,02-03-2017,Earned Leave Intern COE,due to mild fever.,Not Available,Forex Intern,Approved
165,31-03-2017,31-03-2017,15-02-2016,Earned Leave Confirmed COE,Have to Attend cousin sister engagement ,null,Trainee Dealer,Approved
165,17-04-2017,17-04-2017,15-02-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,going out of ststion,null,Trainee Dealer,Approved
165,24-02-2017,24-02-2017,15-02-2016,Earned Leave Confirmed COE,Due to some prior commitments,null,Trainee Dealer,Rejected
661,22-03-2017,22-03-2017,08-02-2017,Earned Leave Intern COE,sick leave,Not Available,Forex Intern,Approved
661,06-04-2017,07-04-2017,08-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,sick leave,Not Available,Forex Intern,Approved
661,10-04-2017,14-04-2017,08-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,exam,Not Available,Forex Intern,Approved
661,21-04-2017,21-04-2017,08-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,moot court,Not Available,Forex Intern,Approved
470,23-01-2017,23-01-2017,03-12-2016,Earned Leave Intern COE,Taking half day leave for some personal work,Not Available,Intern,Approved
470,17-03-2017,17-03-2017,03-12-2016,Earned Leave Intern COE,Taking leave for personal work,Not Available,Intern,Approved
470,28-03-2017,28-03-2017,03-12-2016,Earned Leave Intern COE,Taking leave for personal work,Not Available,Intern,Approved
470,09-02-2017,09-02-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well and have a bad headache,Not Available,Intern,Approved
470,24-02-2017,24-02-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Had fever,Not Available,Intern,Approved
470,31-01-2017,31-01-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well and have fever,Not Available,Intern,Approved
703,11-04-2017,13-04-2017,15-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,submissions,Not Available,Forex Intern,Approved
703,27-02-2017,03-03-2017,15-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,mid semester examination,Not Available,Forex Intern,Approved
703,27-03-2017,27-03-2017,15-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Engineering. project,Not Available,Forex Intern,Approved
703,03-04-2017,03-04-2017,15-02-2017,Earned Leave Intern COE,Project work,Not Available,Forex Intern,Rejected
703,11-04-2017,13-04-2017,15-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,engineering submissions,Not Available,Forex Intern,Rejected
641,05-04-2017,05-04-2017,23-01-2017,Earned Leave Intern COE,My health is not well,Not Available,Forex Intern,Approved
641,15-02-2017,15-02-2017,23-01-2017,Earned Leave Intern COE,"Sir I take leaves on date 15th feb, 2017 and I inform you by mail because my BEM credential not updated. Please approve my leave.",Not Available,Forex Intern,Rejected
641,16-02-2017,16-02-2017,23-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Sir I take leave on 15th feb 2017 for attending my wedding at Patan Gujarat my BEM credential haven't updated That time so I could not apply for leave. please approve my leave.,Not Available,Forex Intern,Rejected
197,05-04-2017,05-04-2017,01-07-2016,Casual Leave Confirmed COE,Doctor appointment,null,Trainee Dealer,Approved
197,17-03-2017,17-03-2017,01-07-2016,Casual Leave Confirmed COE,Not well,null,Trainee Dealer,Approved
197,25-01-2017,25-01-2017,01-07-2016,Earned Leave Intern COE,Going out,null,Trainee Dealer,Approved
197,27-01-2017,01-02-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,Going out of station,null,Trainee Dealer,Approved
197,01-03-2017,01-03-2017,01-07-2016,Earned Leave Confirmed COE,Family Function,null,Trainee Dealer,Rejected
197,01-02-2017,01-02-2017,01-07-2016,Casual Leave Confirmed COE,Family Function,null,Trainee Dealer,Rejected
197,02-03-2017,06-03-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,going out of station,null,Trainee Dealer,Rejected
84,27-03-2017,29-03-2017,16-02-2015,Earned Leave Confirmed COE,"Not feeling well, Under medication from family doctor . attaching medical report.",null,Forex Trader,Approved
84,20-02-2017,20-02-2017,16-02-2015,Earned Leave Confirmed COE,Family emergency:- Mom Unwell,null,Forex Trader,Rejected
